data_captura,hora_captura,conjunto,arquivo_origem,registro_hash,body,id,title,userid
2026-06-02,18:40:39,teste_json,,7ca3cba1abaa34e0e8182a44,"quia et suscipit
suscipit recusandae consequuntur expedita et cum
reprehenderit molestiae ut ut quas totam
nostrum rerum est autem sunt rem eveniet architecto",1,sunt aut facere repellat provident occaecati excepturi optio reprehenderit,1
2026-06-02,18:40:39,teste_json,,2fad28c1b62bab2c9614183c,"est rerum tempore vitae
sequi sint nihil reprehenderit dolor beatae ea dolores neque
fugiat blanditiis voluptate porro vel nihil molestiae ut reiciendis
qui aperiam non debitis possimus qui neque nisi nulla",2,qui est esse,1
2026-06-02,18:40:39,teste_json,,6867b85153adf0edc8af3d24,"et iusto sed quo iure
voluptatem occaecati omnis eligendi aut ad
voluptatem doloribus vel accusantium quis pariatur
molestiae porro eius odio et labore et velit aut",3,ea molestias quasi exercitationem repellat qui ipsa sit aut,1
2026-06-02,18:40:39,teste_json,,29fe8576c854a869d35cf416,"ullam et saepe reiciendis voluptatem adipisci
sit amet autem assumenda provident rerum culpa
quis hic commodi nesciunt rem tenetur doloremque ipsam iure
quis sunt voluptatem rerum illo velit",4,eum et est occaecati,1
2026-06-02,18:40:39,teste_json,,b9ccef33ac87be3e4dc3df28,"repudiandae veniam quaerat sunt sed
alias aut fugiat sit autem sed est
voluptatem omnis possimus esse voluptatibus quis
est aut tenetur dolor neque",5,nesciunt quas odio,1
2026-06-02,18:40:39,teste_json,,57099a5e178d0c6ea9a5defe,"ut aspernatur corporis harum nihil quis provident sequi
mollitia nobis aliquid molestiae
perspiciatis et ea nemo ab reprehenderit accusantium quas
voluptate dolores velit et doloremque molestiae",6,dolorem eum magni eos aperiam quia,1
2026-06-02,18:40:39,teste_json,,3c0a510b1514ac38fd0892ed,"dolore placeat quibusdam ea quo vitae
magni quis enim qui quis quo nemo aut saepe
quidem repellat excepturi ut quia
sunt ut sequi eos ea sed quas",7,magnam facilis autem,1
2026-06-02,18:40:39,teste_json,,2dc9a8a31c8029f1a72c12e0,"dignissimos aperiam dolorem qui eum
facilis quibusdam animi sint suscipit qui sint possimus cum
quaerat magni maiores excepturi
ipsam ut commodi dolor voluptatum modi aut vitae",8,dolorem dolore est ipsam,1
2026-06-02,18:40:39,teste_json,,bd6af5fe0220939db8a60d60,"consectetur animi nesciunt iure dolore
enim quia ad
veniam autem ut quam aut nobis
et est aut quod aut provident voluptas autem voluptas",9,nesciunt iure omnis dolorem tempora et accusantium,1
2026-06-02,18:40:39,teste_json,,9c6ba78e8051d8a404fec1ff,"quo et expedita modi cum officia vel magni
doloribus qui repudiandae
vero nisi sit
quos veniam quod sed accusamus veritatis error",10,optio molestias id quia eum,1
2026-06-02,18:40:39,teste_json,,276e8fa8103375a1cf25d328,"delectus reiciendis molestiae occaecati non minima eveniet qui voluptatibus
accusamus in eum beatae sit
vel qui neque voluptates ut commodi qui incidunt
ut animi commodi",11,et ea vero quia laudantium autem,2
2026-06-02,18:40:39,teste_json,,7dc2f715a96216b5530225e4,"itaque id aut magnam
praesentium quia et ea odit et ea voluptas et
sapiente quia nihil amet occaecati quia id voluptatem
incidunt ea est distinctio odio",12,in quibusdam tempore odit est dolorem,2
2026-06-02,18:40:39,teste_json,,9305ec8020260329b876d2ff,"aut dicta possimus sint mollitia voluptas commodi quo doloremque
iste corrupti reiciendis voluptatem eius rerum
sit cumque quod eligendi laborum minima
perferendis recusandae assumenda consectetur porro architecto ipsum ipsam",13,dolorum ut in voluptas mollitia et saepe quo animi,2
2026-06-02,18:40:39,teste_json,,06eb920602b55ae34242368d,"fuga et accusamus dolorum perferendis illo voluptas
non doloremque neque facere
ad qui dolorum molestiae beatae
sed aut voluptas totam sit illum",14,voluptatem eligendi optio,2
2026-06-02,18:40:39,teste_json,,9db272916309e5742a23f73e,"reprehenderit quos placeat
velit minima officia dolores impedit repudiandae molestiae nam
voluptas recusandae quis delectus
officiis harum fugiat vitae",15,eveniet quod temporibus,2
2026-06-02,18:40:39,teste_json,,03164e68a7dbd825eec3a7aa,"suscipit nam nisi quo aperiam aut
asperiores eos fugit maiores voluptatibus quia
voluptatem quis ullam qui in alias quia est
consequatur magni mollitia accusamus ea nisi voluptate dicta",16,sint suscipit perspiciatis velit dolorum rerum ipsa laboriosam odio,2
2026-06-02,18:40:39,teste_json,,39759c0e2f330ae35c3c7e27,"eos voluptas et aut odit natus earum
aspernatur fuga molestiae ullam
deserunt ratione qui eos
qui nihil ratione nemo velit ut aut id quo",17,fugit voluptas sed molestias voluptatem provident,2
2026-06-02,18:40:39,teste_json,,6afd38448aacc35eaa410447,"eveniet quo quis
laborum totam consequatur non dolor
ut et est repudiandae
est voluptatem vel debitis et magnam",18,voluptate et itaque vero tempora molestiae,2
2026-06-02,18:40:39,teste_json,,f8cf8f617c963468c3f648d1,"illum quis cupiditate provident sit magnam
ea sed aut omnis
veniam maiores ullam consequatur atque
adipisci quo iste expedita sit quos voluptas",19,adipisci placeat illum aut reiciendis qui,2
2026-06-02,18:40:39,teste_json,,bac92f5ba46c51c8c10a2245,"qui consequuntur ducimus possimus quisquam amet similique
suscipit porro ipsam amet
eos veritatis officiis exercitationem vel fugit aut necessitatibus totam
omnis rerum consequatur expedita quidem cumque explicabo",20,doloribus ad provident suscipit at,2
2026-06-02,18:40:39,teste_json,,0e1ff5cf503c1f7fecd63fac,"repellat aliquid praesentium dolorem quo
sed totam minus non itaque
nihil labore molestiae sunt dolor eveniet hic recusandae veniam
tempora et tenetur expedita sunt",21,asperiores ea ipsam voluptatibus modi minima quia sint,3
2026-06-02,18:40:39,teste_json,,dab993692e6b765189999c2a,"eos qui et ipsum ipsam suscipit aut
sed omnis non odio
expedita earum mollitia molestiae aut atque rem suscipit
nam impedit esse",22,dolor sint quo a velit explicabo quia nam,3
2026-06-02,18:40:39,teste_json,,7dd0901c280c0f1f0c2fa274,"veritatis unde neque eligendi
quae quod architecto quo neque vitae
est illo sit tempora doloremque fugit quod
et et vel beatae sequi ullam sed tenetur perspiciatis",23,maxime id vitae nihil numquam,3
2026-06-02,18:40:39,teste_json,,db916c4b152a88b05a86d7c5,"enim et ex nulla
omnis voluptas quia qui
voluptatem consequatur numquam aliquam sunt
totam recusandae id dignissimos aut sed asperiores deserunt",24,autem hic labore sunt dolores incidunt,3
2026-06-02,18:40:39,teste_json,,4efb3dd1d3cd68b37bbbeb7a,"ullam consequatur ut
omnis quis sit vel consequuntur
ipsa eligendi ipsum molestiae et omnis error nostrum
molestiae illo tempore quia et distinctio",25,rem alias distinctio quo quis,3
2026-06-02,18:40:39,teste_json,,c33f03a4546144c46d2ad9b1,"similique esse doloribus nihil accusamus
omnis dolorem fuga consequuntur reprehenderit fugit recusandae temporibus
perspiciatis cum ut laudantium
omnis aut molestiae vel vero",26,est et quae odit qui non,3
2026-06-02,18:40:39,teste_json,,c8613809104679ced1953074,"eum sed dolores ipsam sint possimus debitis occaecati
debitis qui qui et
ut placeat enim earum aut odit facilis
consequatur suscipit necessitatibus rerum sed inventore temporibus consequatur",27,quasi id et eos tenetur aut quo autem,3
2026-06-02,18:40:39,teste_json,,38075d9592c243f853d046a4,"non et quaerat ex quae ad maiores
maiores recusandae totam aut blanditiis mollitia quas illo
ut voluptatibus voluptatem
similique nostrum eum",28,delectus ullam et corporis nulla voluptas sequi,3
2026-06-02,18:40:39,teste_json,,02a79e62c5bcac72e1c3d203,"odit magnam ut saepe sed non qui
tempora atque nihil
accusamus illum doloribus illo dolor
eligendi repudiandae odit magni similique sed cum maiores",29,iusto eius quod necessitatibus culpa ea,3
2026-06-02,18:40:39,teste_json,,aa9ef00ea78676c4e0682283,"alias dolor cumque
impedit blanditiis non eveniet odio maxime
blanditiis amet eius quis tempora quia autem rem
a provident perspiciatis quia",30,a quo magni similique perferendis,3
2026-06-02,18:40:39,teste_json,,17081d6c3576cffd049f7e91,"debitis eius sed quibusdam non quis consectetur vitae
impedit ut qui consequatur sed aut in
quidem sit nostrum et maiores adipisci atque
quaerat voluptatem adipisci repudiandae",31,ullam ut quidem id aut vel consequuntur,4
2026-06-02,18:40:39,teste_json,,a3058c2d060baf81812a7b40,"deserunt eos nobis asperiores et hic
est debitis repellat molestiae optio
nihil ratione ut eos beatae quibusdam distinctio maiores
earum voluptates et aut adipisci ea maiores voluptas maxime",32,doloremque illum aliquid sunt,4
2026-06-02,18:40:39,teste_json,,f709fd2583cf780100f46101,"rerum ut et numquam laborum odit est sit
id qui sint in
quasi tenetur tempore aperiam et quaerat qui in
rerum officiis sequi cumque quod",33,qui explicabo molestiae dolorem,4
2026-06-02,18:40:39,teste_json,,f5009ad4e80b8ff34b43aacd,"ea velit perferendis earum ut voluptatem voluptate itaque iusto
totam pariatur in
nemo voluptatem voluptatem autem magni tempora minima in
est distinctio qui assumenda accusamus dignissimos officia nesciunt nobis",34,magnam ut rerum iure,4
2026-06-02,18:40:39,teste_json,,0c8d61b1faad9cfe0856949b,"nisi error delectus possimus ut eligendi vitae
placeat eos harum cupiditate facilis reprehenderit voluptatem beatae
modi ducimus quo illum voluptas eligendi
et nobis quia fugit",35,id nihil consequatur molestias animi provident,4
2026-06-02,18:40:39,teste_json,,4311da8234452f78680e7fe8,"ad mollitia et omnis minus architecto odit
voluptas doloremque maxime aut non ipsa qui alias veniam
blanditiis culpa aut quia nihil cumque facere et occaecati
qui aspernatur quia eaque ut aperiam inventore",36,fuga nam accusamus voluptas reiciendis itaque,4
2026-06-02,18:40:39,teste_json,,c2367d761f51303fc51f5946,"debitis et eaque non officia sed nesciunt pariatur vel
voluptatem iste vero et ea
numquam aut expedita ipsum nulla in
voluptates omnis consequatur aut enim officiis in quam qui",37,provident vel ut sit ratione est,4
2026-06-02,18:40:39,teste_json,,4203db2b82c6e58a667ee27f,"animi esse sit aut sit nesciunt assumenda eum voluptas
quia voluptatibus provident quia necessitatibus ea
rerum repudiandae quia voluptatem delectus fugit aut id quia
ratione optio eos iusto veniam iure",38,explicabo et eos deleniti nostrum ab id repellendus,4
2026-06-02,18:40:39,teste_json,,5ccef132058ce0b3503d12f4,"corporis rerum ducimus vel eum accusantium
maxime aspernatur a porro possimus iste omnis
est in deleniti asperiores fuga aut
voluptas sapiente vel dolore minus voluptatem incidunt ex",39,eos dolorem iste accusantium est eaque quam,4
2026-06-02,18:40:39,teste_json,,010e340c47c4cbf9231ade40,"ut voluptatum aliquid illo tenetur nemo sequi quo facilis
ipsum rem optio mollitia quas
voluptatem eum voluptas qui
unde omnis voluptatem iure quasi maxime voluptas nam",40,enim quo cumque,4
2026-06-02,18:40:39,teste_json,,4c296d1aa7244e921c52213e,"molestias id nostrum
excepturi molestiae dolore omnis repellendus quaerat saepe
consectetur iste quaerat tenetur asperiores accusamus ex ut
nam quidem est ducimus sunt debitis saepe",41,non est facere,5
2026-06-02,18:40:39,teste_json,,7f6a958c7b8a54e0e0ab3838,"odio fugit voluptatum ducimus earum autem est incidunt voluptatem
odit reiciendis aliquam sunt sequi nulla dolorem
non facere repellendus voluptates quia
ratione harum vitae ut",42,commodi ullam sint et excepturi error explicabo praesentium voluptas,5
2026-06-02,18:40:39,teste_json,,3655496815f9c0dc68663574,"similique fugit est
illum et dolorum harum et voluptate eaque quidem
exercitationem quos nam commodi possimus cum odio nihil nulla
dolorum exercitationem magnam ex et a et distinctio debitis",43,eligendi iste nostrum consequuntur adipisci praesentium sit beatae perferendis,5
2026-06-02,18:40:39,teste_json,,5a615d8fa5e2cde64a354492,"temporibus est consectetur dolore
et libero debitis vel velit laboriosam quia
ipsum quibusdam qui itaque fuga rem aut
ea et iure quam sed maxime ut distinctio quae",44,optio dolor molestias sit,5
2026-06-02,18:40:39,teste_json,,3212884726162710e4030f5a,"est natus reiciendis nihil possimus aut provident
ex et dolor
repellat pariatur est
nobis rerum repellendus dolorem autem",45,ut numquam possimus omnis eius suscipit laudantium iure,5
2026-06-02,18:40:39,teste_json,,cac01ba6761749945de10804,"voluptatem quisquam iste
voluptatibus natus officiis facilis dolorem
quis quas ipsam
vel et voluptatum in aliquid",46,aut quo modi neque nostrum ducimus,5
2026-06-02,18:40:39,teste_json,,fbb1cf5f0cd36cbee910f15c,"voluptatem assumenda ut qui ut cupiditate aut impedit veniam
occaecati nemo illum voluptatem laudantium
molestiae beatae rerum ea iure soluta nostrum
eligendi et voluptate",47,quibusdam cumque rem aut deserunt,5
2026-06-02,18:40:39,teste_json,,8ed4d71a97e0dce4209fa5e4,"voluptates quo voluptatem facilis iure occaecati
vel assumenda rerum officia et
illum perspiciatis ab deleniti
laudantium repellat ad ut et autem reprehenderit",48,ut voluptatem illum ea doloribus itaque eos,5
2026-06-02,18:40:39,teste_json,,d985314532808d0282f265b7,"inventore ab sint
natus fugit id nulla sequi architecto nihil quaerat
eos tenetur in in eum veritatis non
quibusdam officiis aspernatur cumque aut commodi aut",49,laborum non sunt aut ut assumenda perspiciatis voluptas,5
2026-06-02,18:40:39,teste_json,,0ae2c3913aa601416604c6ea,"error suscipit maxime adipisci consequuntur recusandae
voluptas eligendi et est et voluptates
quia distinctio ab amet quaerat molestiae et vitae
adipisci impedit sequi nesciunt quis consectetur",50,repellendus qui recusandae incidunt voluptates tenetur qui omnis exercitationem,5
2026-06-02,18:40:39,teste_json,,fee23d71b74cf75728f5fcba,"sunt dolores aut doloribus
dolore doloribus voluptates tempora et
doloremque et quo
cum asperiores sit consectetur dolorem",51,soluta aliquam aperiam consequatur illo quis voluptas,6
2026-06-02,18:40:39,teste_json,,39be7333b55f586e7e70df4a,"iusto est quibusdam fuga quas quaerat molestias
a enim ut sit accusamus enim
temporibus iusto accusantium provident architecto
soluta esse reprehenderit qui laborum",52,qui enim et consequuntur quia animi quis voluptate quibusdam,6
2026-06-02,18:40:39,teste_json,,cc2dba07a18d975e4b646cb2,"minima harum praesentium eum rerum illo dolore
quasi exercitationem rerum nam
porro quis neque quo
consequatur minus dolor quidem veritatis sunt non explicabo similique",53,ut quo aut ducimus alias,6
2026-06-02,18:40:39,teste_json,,102dc10fda97a6c4eb8198b6,"totam corporis dignissimos
vitae dolorem ut occaecati accusamus
ex velit deserunt
et exercitationem vero incidunt corrupti mollitia",54,sit asperiores ipsam eveniet odio non quia,6
2026-06-02,18:40:39,teste_json,,4650a8da02144449a1c3c12f,"debitis excepturi ea perferendis harum libero optio
eos accusamus cum fuga ut sapiente repudiandae
et ut incidunt omnis molestiae
nihil ut eum odit",55,sit vel voluptatem et non libero,6
2026-06-02,18:40:39,teste_json,,7e7a79610dcc951c0e340dfa,"aut est omnis dolores
neque rerum quod ea rerum velit pariatur beatae excepturi
et provident voluptas corrupti
corporis harum reprehenderit dolores eligendi",56,qui et at rerum necessitatibus,6
2026-06-02,18:40:39,teste_json,,e51a14fda354606ba0f981c5,"at pariatur consequuntur earum quidem
quo est laudantium soluta voluptatem
qui ullam et est
et cum voluptas voluptatum repellat est",57,sed ab est est,6
2026-06-02,18:40:39,teste_json,,8a7ae824b9164c82c4ab5090,"veniam voluptatum quae adipisci id
et id quia eos ad et dolorem
aliquam quo nisi sunt eos impedit error
ad similique veniam",58,voluptatum itaque dolores nisi et quasi,6
2026-06-02,18:40:39,teste_json,,1ad747a2f45a0829fd1a9064,"perspiciatis et quam ea autem temporibus non voluptatibus qui
beatae a earum officia nesciunt dolores suscipit voluptas et
animi doloribus cum rerum quas et magni
et hic ut ut commodi expedita sunt",59,qui commodi dolor at maiores et quis id accusantium,6
2026-06-02,18:40:39,teste_json,,3dbbec94686cb96822b363d1,"asperiores sunt ab assumenda cumque modi velit
qui esse omnis
voluptate et fuga perferendis voluptas
illo ratione amet aut et omnis",60,consequatur placeat omnis quisquam quia reprehenderit fugit veritatis facere,6
2026-06-02,18:40:39,teste_json,,5e89d1dea33b7b1c6085c3b3,"ab nemo optio odio
delectus tenetur corporis similique nobis repellendus rerum omnis facilis
vero blanditiis debitis in nesciunt doloribus dicta dolores
magnam minus velit",61,voluptatem doloribus consectetur est ut ducimus,7
2026-06-02,18:40:39,teste_json,,c32f03ab463e5a2e5858f029,"enim aspernatur illo distinctio quae praesentium
beatae alias amet delectus qui voluptate distinctio
odit sint accusantium autem omnis
quo molestiae omnis ea eveniet optio",62,beatae enim quia vel,7
2026-06-02,18:40:39,teste_json,,cd9e4feb1ae57612eddc6d23,"enim adipisci aspernatur nemo
numquam omnis facere dolorem dolor ex quis temporibus incidunt
ab delectus culpa quo reprehenderit blanditiis asperiores
accusantium ut quam in voluptatibus voluptas ipsam dicta",63,voluptas blanditiis repellendus animi ducimus error sapiente et suscipit,7
2026-06-02,18:40:39,teste_json,,ce82adad918143b720ee288f,"id velit blanditiis
eum ea voluptatem
molestiae sint occaecati est eos perspiciatis
incidunt a error provident eaque aut aut qui",64,et fugit quas eum in in aperiam quod,7
2026-06-02,18:40:39,teste_json,,c89ae0f083b35a69f0ee19ec,"voluptatibus ex esse
sint explicabo est aliquid cumque adipisci fuga repellat labore
molestiae corrupti ex saepe at asperiores et perferendis
natus id esse incidunt pariatur",65,consequatur id enim sunt et et,7
2026-06-02,18:40:39,teste_json,,e0f22c74a30974def7c74346,"officia veritatis tenetur vero qui itaque
sint non ratione
sed et ut asperiores iusto eos molestiae nostrum
veritatis quibusdam et nemo iusto saepe",66,repudiandae ea animi iusto,7
2026-06-02,18:40:39,teste_json,,9d2f0d62b0501f7c20c9a664,"reprehenderit id nostrum
voluptas doloremque pariatur sint et accusantium quia quod aspernatur
et fugiat amet
non sapiente et consequatur necessitatibus molestiae",67,aliquid eos sed fuga est maxime repellendus,7
2026-06-02,18:40:39,teste_json,,3c6fa714964e8c4cce80c9a3,"magnam molestiae perferendis quisquam
qui cum reiciendis
quaerat animi amet hic inventore
ea quia deleniti quidem saepe porro velit",68,odio quis facere architecto reiciendis optio,7
2026-06-02,18:40:39,teste_json,,82db4ae7ef36c1418bb66aeb,"officiis error culpa consequatur modi asperiores et
dolorum assumenda voluptas et vel qui aut vel rerum
voluptatum quisquam perspiciatis quia rerum consequatur totam quas
sequi commodi repudiandae asperiores et saepe a",69,fugiat quod pariatur odit minima,7
2026-06-02,18:40:39,teste_json,,9a4485a0df130774f2147079,"sunt repellendus quae
est asperiores aut deleniti esse accusamus repellendus quia aut
quia dolorem unde
eum tempora esse dolore",70,voluptatem laborum magni,7
2026-06-02,18:40:39,teste_json,,53500d83b18e13438fc5fa9c,"occaecati a doloribus
iste saepe consectetur placeat eum voluptate dolorem et
qui quo quia voluptas
rerum ut id enim velit est perferendis",71,et iusto veniam et illum aut fuga,8
2026-06-02,18:40:39,teste_json,,4b5bc9230614ccfa72dbfe8e,"quam occaecati qui deleniti consectetur
consequatur aut facere quas exercitationem aliquam hic voluptas
neque id sunt ut aut accusamus
sunt consectetur expedita inventore velit",72,sint hic doloribus consequatur eos non id,8
2026-06-02,18:40:39,teste_json,,e740ae98eb5c2962e896828a,"voluptatem cumque tenetur consequatur expedita ipsum nemo quia explicabo
aut eum minima consequatur
tempore cumque quae est et
et in consequuntur voluptatem voluptates aut",73,consequuntur deleniti eos quia temporibus ab aliquid at,8
2026-06-02,18:40:39,teste_json,,d422bb44119317ea283a6f7f,"odit qui et et necessitatibus sint veniam
mollitia amet doloremque molestiae commodi similique magnam et quam
blanditiis est itaque
quo et tenetur ratione occaecati molestiae tempora",74,enim unde ratione doloribus quas enim ut sit sapiente,8
2026-06-02,18:40:39,teste_json,,b48c59e60dc01f4fd6731b90,"commodi non non omnis et voluptas sit
autem aut nobis magnam et sapiente voluptatem
et laborum repellat qui delectus facilis temporibus
rerum amet et nemo voluptate expedita adipisci error dolorem",75,dignissimos eum dolor ut enim et delectus in,8
2026-06-02,18:40:39,teste_json,,0e056afade2ee648f2790887,"ut animi facere
totam iusto tempore
molestiae eum aut et dolorem aperiam
quaerat recusandae totam odio",76,doloremque officiis ad et non perferendis,8
2026-06-02,18:40:39,teste_json,,037a458819a9c7aad31e974b,"modi ut in nulla repudiandae dolorum nostrum eos
aut consequatur omnis
ut incidunt est omnis iste et quam
voluptates sapiente aliquam asperiores nobis amet corrupti repudiandae provident",77,necessitatibus quasi exercitationem odio,8
2026-06-02,18:40:39,teste_json,,c1509950b62f96bbf5a691f6,"nobis facilis odit tempore cupiditate quia
assumenda doloribus rerum qui ea
illum et qui totam
aut veniam repellendus",78,quam voluptatibus rerum veritatis,8
2026-06-02,18:40:39,teste_json,,5bd33c9c467941739acfb4e7,"libero accusantium et et facere incidunt sit dolorem
non excepturi qui quia sed laudantium
quisquam molestiae ducimus est
officiis esse molestiae iste et quos",79,pariatur consequatur quia magnam autem omnis non amet,8
2026-06-02,18:40:39,teste_json,,d66a72391c32efe8e125a58c,"ex quod dolorem ea eum iure qui provident amet
quia qui facere excepturi et repudiandae
asperiores molestias provident
minus incidunt vero fugit rerum sint sunt excepturi provident",80,labore in ex et explicabo corporis aut quas,8
2026-06-02,18:40:39,teste_json,,7763c57bec6694681225673f,"facere qui nesciunt est voluptatum voluptatem nisi
sequi eligendi necessitatibus ea at rerum itaque
harum non ratione velit laboriosam quis consequuntur
ex officiis minima doloremque voluptas ut aut",81,tempora rem veritatis voluptas quo dolores vero,9
2026-06-02,18:40:39,teste_json,,138673c349b198d93a92281e,"ut libero sit aut totam inventore sunt
porro sint qui sunt molestiae
consequatur cupiditate qui iste ducimus adipisci
dolor enim assumenda soluta laboriosam amet iste delectus hic",82,laudantium voluptate suscipit sunt enim enim,9
2026-06-02,18:40:39,teste_json,,5f7d6e17dfeb14f1f69a6c8a,"est molestiae facilis quis tempora numquam nihil qui
voluptate sapiente consequatur est qui
necessitatibus autem aut ipsa aperiam modi dolore numquam
reprehenderit eius rem quibusdam",83,odit et voluptates doloribus alias odio et,9
2026-06-02,18:40:39,teste_json,,56c214ba31545850fb03feb6,"sint molestiae magni a et quos
eaque et quasi
ut rerum debitis similique veniam
recusandae dignissimos dolor incidunt consequatur odio",84,optio ipsam molestias necessitatibus occaecati facilis veritatis dolores aut,9
2026-06-02,18:40:39,teste_json,,4a8efb4978f438d9e5cb04ff,"similique sed nisi voluptas iusto omnis
mollitia et quo
assumenda suscipit officia magnam sint sed tempora
enim provident pariatur praesentium atque animi amet ratione",85,dolore veritatis porro provident adipisci blanditiis et sunt,9
2026-06-02,18:40:39,teste_json,,451f33b818ad17a5caf13378,"quasi excepturi consequatur iste autem temporibus sed molestiae beatae
et quaerat et esse ut
voluptatem occaecati et vel explicabo autem
asperiores pariatur deserunt optio",86,placeat quia et porro iste,9
2026-06-02,18:40:39,teste_json,,f71dd55685da94eb4e7bb7bc,"eos et molestiae
nesciunt ut a
dolores perspiciatis repellendus repellat aliquid
magnam sint rem ipsum est",87,nostrum quis quasi placeat,9
2026-06-02,18:40:39,teste_json,,69413106c9cbf49915c684e6,"consequatur omnis est praesentium
ducimus non iste
neque hic deserunt
voluptatibus veniam cum et rerum sed",88,sapiente omnis fugit eos,9
2026-06-02,18:40:39,teste_json,,cafaa9b0105b8e901c33fe3c,"repellat aut aperiam totam temporibus autem et
architecto magnam ut
consequatur qui cupiditate rerum quia soluta dignissimos nihil iure
tempore quas est",89,sint soluta et vel magnam aut ut sed qui,9
2026-06-02,18:40:39,teste_json,,a162a666578361c0b70874b8,"minus omnis soluta quia
qui sed adipisci voluptates illum ipsam voluptatem
eligendi officia ut in
eos soluta similique molestias praesentium blanditiis",90,ad iusto omnis odit dolor voluptatibus,9
2026-06-02,18:40:39,teste_json,,67b53220b45a162bf0ba818e,"libero voluptate eveniet aperiam sed
sunt placeat suscipit molestias
similique fugit nam natus
expedita consequatur consequatur dolores quia eos et placeat",91,aut amet sed,10
2026-06-02,18:40:39,teste_json,,b8f91c152da7170ced13e0fc,"aut et excepturi dicta laudantium sint rerum nihil
laudantium et at
a neque minima officia et similique libero et
commodi voluptate qui",92,ratione ex tenetur perferendis,10
2026-06-02,18:40:39,teste_json,,2169937f5e5e2281556d6fa8,"dolorem quibusdam ducimus consequuntur dicta aut quo laboriosam
voluptatem quis enim recusandae ut sed sunt
nostrum est odit totam
sit error sed sunt eveniet provident qui nulla",93,beatae soluta recusandae,10
2026-06-02,18:40:39,teste_json,,56b29e7e737368f082643cd3,"aspernatur expedita soluta quo ab ut similique
expedita dolores amet
sed temporibus distinctio magnam saepe deleniti
omnis facilis nam ipsum natus sint similique omnis",94,qui qui voluptates illo iste minima,10
2026-06-02,18:40:39,teste_json,,590013dcac31585cc0bc99c2,"earum voluptatem facere provident blanditiis velit laboriosam
pariatur accusamus odio saepe
cumque dolor qui a dicta ab doloribus consequatur omnis
corporis cupiditate eaque assumenda ad nesciunt",95,id minus libero illum nam ad officiis,10
2026-06-02,18:40:39,teste_json,,4d40ef5976389646a91f4dc3,"in non odio excepturi sint eum
labore voluptates vitae quia qui et
inventore itaque rerum
veniam non exercitationem delectus aut",96,quaerat velit veniam amet cupiditate aut numquam ut sequi,10
2026-06-02,18:40:39,teste_json,,dcb95072e89d72263eebfc52,"eum non blanditiis soluta porro quibusdam voluptas
vel voluptatem qui placeat dolores qui velit aut
vel inventore aut cumque culpa explicabo aliquid at
perspiciatis est et voluptatem dignissimos dolor itaque sit nam",97,quas fugiat ut perspiciatis vero provident,10
2026-06-02,18:40:39,teste_json,,9d9e8be42717a16d6869448e,"doloremque ex facilis sit sint culpa
soluta assumenda eligendi non ut eius
sequi ducimus vel quasi
veritatis est dolores",98,laboriosam dolor voluptates,10
2026-06-02,18:40:39,teste_json,,a154db7740b8ea7136fb5e7a,"quo deleniti praesentium dicta non quod
aut est molestias
molestias et officia quis nihil
itaque dolorem quia",99,temporibus sit alias delectus eligendi possimus magni,10
2026-06-02,18:40:39,teste_json,,8451497bb255209340a2df66,"cupiditate quo est a modi nesciunt soluta
ipsa voluptas error itaque dicta in
autem qui minus magnam et distinctio eum
accusamus ratione error aut",100,at nam consequatur ea labore ea harum,10
